CaseNum,STATUS,PROGRAM,TIME,cDATE,SITE,EB1,EB2,EB3,EB4,EB5,EB6,EB7,EB8,EB9,EB10,EB11,EB12,EB13,EB14,EB15,EB16,EB17,EB18,EB19,EB20,EB21,EB22,EB23,EB24,EB25,EB26,EB27,EH1,EH2,EH3,EH4,EH5,EH6,EH7,EH8,EH9,EH10,EH11,EH12,EH13,EH14,EH15,EH16,EH17,EH18,EH19,EH20,EH21,EH22,EH23,EH24,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13,SS14,SS15,R1,R2,SEF1,SEF2,SEF3,SEF4,SEF5,SEF6,SEF7,SEF8,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SPR1,SPR2,SPR3,SPR4,SPR5,SPR6,SPR7,SPR8,SPR9,SPR10,SPR11,SPR12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Employed,FULLPART,YearsEmployed,MonthsEmployed,DaysEmployed,HourlyWage,HealthInsurance,Pension,PayBills,Children,Adults,Earners,HouseIncome,Welfare,MaritalStatus,Housing,HopeFuture,Life1Month,Life6Months,Life1Year,Life5Years,Age,YearBorn,Gender,Race,YearsSchool,EDULevel,YearsJobTrain
11,0,1,3,2012.1.12,2,1,1,1,1,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,1,3,3,99,99,3,5,3,5,5,5,3,3,3,3,9,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,3,1,2,5,5,5,2,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,5,4,3,3,4,7,6,5,5,5,5,2,2,3,3,3,3,1,4,3,3,3,4,4,4,4,3,4,4,3,3,3,3,4,3,4,4,4,4,4,4,0,0,0,2,1,1,18000,1,2,0,1,1,1,1,2,99,99,99,99,99,99,99
11,0,1,4,2012.4.10,2,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,9,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,3,5,2,5,5,2,2,5,5,3,5,1,5,2,3,3,4,4,5,5,5,5,5,3,3,3,4,2,3,5,5,5,5,6,7,8,7,2,2,2,2,3,3,2,1,2,3,2,2,5,2,5,6,6,4,4,3,4,4,4,4,1,3,1,4,2,1,77,77,0,1,1,1,15000,1,2,0,77,77,77,77,77,23,1989,1,2,10,99,0
12,0,1,1,2012.1.20,2,5,99,1,3,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,1,4,1,5,2,2,2,1,5,2,2,1,1,99,4,4,4,5,5,5,5,5,5,4,3,4,5,2,5,3,5,5,3,5,5,4,5,1,1,2,1,4,3,1,1,4,4,1,1,6,3,6,1,4,1,1,7,1,7,1,7,2,4,2,4,1,7,1,99,0,1,1,1,14616,1,2,0,1,2,2,2,2,99,99,99,99,99,99,99
12,0,1,2,2012.4.10,2,3,1,3,5,5,1,1,3,1,1,1,1,1,3,1,3,1,1,2,1,1,3,1,1,1,1,1,8,8,10,7,10,10,10,9,10,10,9,10,10,10,8,10,8,10,9,8,10,10,9,10,3,2,1,2,4,99,1,1,1,5,1,1,2,1,77,4,4,4,4,5,4,5,4,5,5,4,5,3,5,2,3,4,5,8,2,9,7,8,3,3,1,3,4,4,4,1,1,4,4,1,1,6,2,6,2,6,4,1,6,5,4,5,6,1,6,1,2,2,7,77,77,0,0,0,1,9000,1,2,0,77,77,77,77,77,21,1991,1,2,3,0,0
12,0,1,3,2012.4.10,2,3,1,3,5,5,1,1,3,1,1,1,1,1,3,1,3,1,1,2,1,1,3,1,1,1,1,1,8,8,10,7,10,10,10,9,10,10,9,10,10,10,8,10,8,10,9,8,10,10,9,10,3,2,1,2,4,99,1,1,1,5,1,1,2,1,77,4,4,4,4,5,4,5,4,5,5,4,3,3,5,2,1,4,5,5,5,5,5,5,5,2,1,2,1,1,1,1,2,2,2,2,2,6,3,6,3,6,3,1,7,4,4,2,3,3,4,4,4,4,4,77,77,0,0,0,1,9000,1,2,0,77,77,77,77,77,21,1991,1,2,3,0,0
12,0,1,4,2012.1.10,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,4,3,5,3,1,5,5,1,3,5,3,2,4,1,77,4,3,5,5,5,5,4,4,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,0,1,99,2,99,999,0,2,0,1,2,2,2,2,99,99,99,99,99,99,99
13,0,1,1,2012.4.16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,3,2,1,2,1,5,4,1,1,1,1,1,1,1,1,4,4,5,5,4,4,5,4,5,5,3,4,3,5,3,3,4,5,2,7,2,8,3,8,1,1,4,4,4,4,1,1,4,4,1,2,7,2,7,1,6,4,2,7,5,5,5,6,1,5,1,6,1,7,77,77,1,1,1,1,4250,1,2,0,77,77,77,77,77,22,1989,1,2,1,3,0
13,0,1,2,2012.4.16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,3,2,1,2,1,5,4,1,1,1,1,1,1,1,1,4,4,5,5,4,4,5,4,5,5,4,3,3,3,5,5,5,5,7,6,6,5,5,6,3,4,2,3,3,3,3,2,2,4,4,4,6,1,1,2,6,2,1,3,1,1,2,2,2,2,2,1,1,2,77,77,1,1,1,1,4250,1,2,0,77,77,77,77,77,22,1989,1,2,1,3,0
13,0,1,3,2012.1.20,2,1,1,1,1,4,4,1,3,1,1,1,4,3,1,3,3,3,3,2,2,3,3,3,3,3,3,3,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,1,1,2,4,4,1,2,3,5,1,1,1,2,4,3,5,5,5,5,5,5,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,0,1,1,1,1,999,1,2,0,1,1,2,2,2,99,99,99,99,99,99,99
13,0,1,4,2012.4.17,2,5,5,5,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10,10,10,10,10,10,4,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,2,5,5,5,5,1,2,5,5,2,3,4,77,4,3,4,4,4,5,5,5,4,5,3,3,2,4,2,2,3,3,3,7,4,7,4,7,1,1,4,4,4,4,2,2,4,4,1,1,6,4,5,2,5,4,2,6,3,6,3,6,5,6,3,5,5,4,77,77,1,1,2,1,35000,1,0,1,77,77,77,77,77,30,1981,0,3,12,2,15
14,0,1,1,2012.1.9,2,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,10,10,10,10,10,10,5,10,10,8,10,10,10,10,10,10,10,9,10,10,10,10,10,10,4,1,1,5,5,5,2,1,1,4,1,1,4,5,5,3,4,4,4,5,5,5,5,4,5,3,4,3,5,2,3,3,5,7,10,10,8,10,10,3,1,3,3,4,4,2,3,4,4,4,1,6,2,7,1,4,1,1,6,99,4,4,6,4,4,2,2,4,5,77,77,1,1,1,1,35000,0,0,1,1,2,2,2,2,99,99,99,99,99,99,99
14,0,1,2,2012.4.3,2,1,1,1,1,2,99,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,10,9,9,10,10,10,9,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,9,2,2,1,1,2,2,2,2,2,3,4,1,2,3,3,4,4,5,5,5,5,4,4,3,4,2,4,2,5,2,2,5,5,4,5,4,7,2,4,2,2,4,4,4,4,1,2,4,4,4,4,7,1,7,2,7,3,3,7,2,7,1,7,3,7,4,7,1,7,77,77,1,1,1,1,12000,1,2,3,77,77,77,77,77,20,1991,1,2,12,2,4
14,0,1,3,2012.1.31,2,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,5,6,6,6,9,7,9,9,10,8,10,10,10,10,10,10,9,9,10,10,10,10,10,10,3,2,1,1,1,3,2,2,2,3,2,1,4,3,4,3,4,5,5,4,4,4,4,4,4,2,1,2,5,2,1,4,5,5,4,3,3,3,3,2,1,1,4,2,4,1,4,4,4,1,3,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,6,0,0,1,1,1,1,15000,0,2,3,1,1,1,2,2,99,99,99,99,99,99,99
14,0,1,4,2012.4.4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,1,1,3,3,5,1,3,5,5,1,1,3,5,4,2,5,3,5,5,5,5,5,5,2,4,1,5,3,1,5,5,8,3,5,4,5,5,1,1,1,1,1,1,2,1,1,1,1,1,7,3,6,2,7,1,1,7,5,6,3,7,1,7,1,7,1,7,77,77,0,2,0,1,18000,1,2,0,77,77,77,77,77,28,1983,1,2,12,2,6
15,0,1,1,2012.1.9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,9,9,10,10,10,5,99,10,6,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,4,4,1,3,3,3,5,3,3,1,5,1,1,3,5,3,1,5,3,5,5,5,5,5,5,2,4,2,5,2,2,5,5,9,0,9,0,9,0,2,1,4,4,4,4,1,1,4,4,1,1,7,1,7,1,7,1,1,6,1,7,1,6,1,6,1,7,1,7,1,1,99,2,0,1,999,1,2,0,1,3,2,2,2,99,99,99,99,99,99,99
15,0,1,2,2012.4.12,2,1,1,3,1,1,1,1,3,1,1,2,1,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,9,9,10,10,10,9,8,9,6,0,6,1,5,9,6,10,10,10,8,8,8,9,1,2,4,2,4,3,5,4,1,1,1,2,1,1,1,4,77,3,4,3,3,3,4,5,5,5,5,3,4,2,5,2,1,5,5,10,0,10,0,10,0,2,1,4,4,3,4,1,1,4,4,1,1,6,1,7,1,7,2,1,6,3,6,1,6,1,6,1,7,1,6,77,77,0,0,1,2,8000,0,5,1,77,77,77,77,77,50,1961,1,3,2,2,0
15,0,1,3,2012.4.12,2,1,1,3,1,1,1,1,3,1,1,2,1,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,9,9,10,10,10,9,8,9,6,0,6,1,5,9,6,10,10,10,8,8,8,9,1,2,4,2,4,3,5,4,1,1,1,2,1,1,1,4,77,3,4,3,3,3,4,5,5,5,5,4,4,3,5,4,3,5,4,7,8,8,4,7,4,1,1,4,4,3,2,1,4,2,3,2,3,5,4,7,5,7,5,4,99,4,6,3,5,5,3,4,6,4,3,77,77,0,0,1,2,8000,0,5,1,77,77,77,77,77,50,1961,1,3,2,2,0
15,0,1,4,2012.2.8,2,99,1,1,1,1,1,1,1,1,1,1,2,1,2,4,5,5,1,1,1,1,1,4,5,1,1,1,10,9,9,10,10,10,5,9,6,8,9,5,9,9,10,10,10,10,10,10,9,9,0,8,1,1,1,1,3,2,1,1,1,1,1,1,5,3,77,1,4,3,3,2,3,2,5,5,5,2,4,2,5,2,2,5,5,5,1,10,3,5,5,1,1,3,4,3,3,1,2,4,3,1,1,2,1,7,1,7,1,1,6,2,5,2,7,2,5,1,7,2,7,0,1,0,0,2,2,24000,0,5,1,0,1,1,1,1,99,99,99,99,99,99,99
16,0,1,1,2012.1.9,2,5,5,4,4,4,3,1,3,2,5,5,3,3,3,4,5,4,3,3,3,4,4,3,3,3,5,5,7,7,10,10,7,7,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,1,2,4,4,2,1,2,3,5,1,2,1,4,4,4,4,4,4,5,5,4,3,4,3,3,1,5,1,3,5,5,5,5,10,0,10,5,2,1,3,3,3,3,1,2,3,3,2,2,5,1,5,1,5,1,1,7,1,7,1,7,4,6,4,4,4,4,1,1,1,4,1,1,30000,1,4,0,1,2,2,2,2,99,99,99,99,99,99,99
16,0,1,2,2012.4.12,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,5,1,1,1,1,1,1,1,5,10,10,10,10,10,10,10,10,10,10,0,5,6,6,9,9,10,10,10,10,10,8,10,9,5,5,2,5,3,3,5,1,2,3,5,1,2,1,4,3,4,5,5,4,4,5,5,5,5,3,4,2,4,3,3,5,5,5,10,5,3,9,5,1,1,4,4,4,4,2,4,4,4,1,1,3,1,7,1,7,1,1,4,5,4,1,3,7,7,1,7,1,6,77,77,1,4,1,0,4000,1,2,0,77,77,77,77,77,25,1986,1,2,3,0,1
16,0,1,3,2012.4.12,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,5,1,1,1,1,1,1,1,5,10,10,10,10,10,10,10,10,10,10,0,5,6,6,9,9,10,10,10,10,10,8,10,9,5,5,2,5,3,3,5,1,2,3,5,1,2,1,4,3,4,5,5,4,4,5,5,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,4,1,0,4000,1,2,0,77,77,77,77,77,25,1986,1,2,3,0,1
16,0,1,4,2012.1.10,2,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,4,1,3,3,1,1,1,1,1,1,1,1,10,10,10,10,10,9,9,10,10,10,8,10,10,10,10,10,10,10,10,10,9,8,10,9,4,4,4,5,5,5,5,1,2,5,4,2,4,1,5,3,3,4,4,4,4,4,4,4,3,3,4,2,5,2,2,4,5,9,2,9,1,9,2,1,1,4,4,4,4,1,1,4,4,1,1,6,2,5,1,6,1,3,2,2,6,2,6,2,6,1,6,1,6,77,77,1,4,1,0,999,0,3,3,1,2,2,2,2,99,99,99,99,99,99,99
17,0,1,1,2012.4.16,2,5,5,5,2,1,1,5,3,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,10,10,10,10,10,10,5,10,10,1,5,10,10,10,10,10,10,10,5,8,10,10,10,10,3,4,1,4,1,1,1,1,3,3,1,1,1,2,3,4,4,5,5,5,5,5,5,5,5,3,3,3,5,2,2,4,5,0,7,1,8,1,8,2,1,3,4,3,4,2,1,4,4,2,2,5,5,4,6,5,3,1,7,2,4,4,7,3,5,4,4,3,7,77,77,0,3,4,1,3000,1,2,0,77,77,77,77,77,20,1992,1,2,11,0,0
17,0,1,2,2012.4.16,2,5,5,5,2,1,1,5,3,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,10,10,10,10,10,10,5,10,10,1,5,10,10,10,10,10,10,10,5,8,10,10,10,10,3,4,1,4,1,1,1,1,3,3,1,1,1,2,3,4,4,5,5,5,5,5,5,5,5,2,5,1,5,1,1,5,5,99,1,10,1,10,1,2,2,4,4,4,4,1,1,4,4,1,1,6,1,7,1,7,1,1,7,1,7,1,7,3,3,1,6,5,99,77,77,0,3,4,1,3000,1,2,0,77,77,77,77,77,20,1992,1,2,11,0,0
17,0,1,3,2012.1.19,2,4,3,4,2,2,1,5,2,4,1,4,1,1,3,2,4,3,4,2,1,1,1,1,4,4,1,1,10,9,10,10,10,10,5,10,10,10,9,10,10,10,7,10,10,10,9,9,10,10,10,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,4,4,4,4,5,4,5,4,5,2,4,2,5,1,2,5,5,1,3,3,7,4,5,3,2,3,2,3,3,2,2,3,2,3,2,5,2,6,3,5,2,1,1,2,4,3,4,4,4,4,5,4,5,1,1,0,3,4,1,1181,1,2,0,0,1,2,2,2,99,99,99,99,99,99,99
17,0,1,4,2012.4.16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,1,4,3,2,5,10,9,9,10,10,9,3,9,8,1,8,8,9,9,9,9,9,6,8,8,10,10,9,9,3,3,1,5,3,2,5,1,2,3,5,1,2,1,5,99,99,4,4,4,4,4,4,3,4,2,4,3,5,2,2,5,5,10,2,10,1,9,1,1,3,3,3,4,2,1,1,4,4,4,4,5,1,5,1,5,2,1,5,5,7,3,5,1,5,2,5,2,7,77,77,0,3,1,1,4000,1,2,0,77,77,77,77,77,36,1976,1,2,3,2,7
18,0,1,1,2012.1.20,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,8,8,8,8,9,8,8,9,9,9,9,9,99,9,9,10,4,2,1,2,2,5,5,2,3,4,5,1,3,3,1,4,4,4,4,4,4,4,4,4,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,0,1,4,1,1,9000,0,2,0,1,2,2,2,2,99,99,99,99,99,99,99
18,0,1,2,2012.1.12,2,1,1,2,1,3,1,1,1,3,1,1,1,1,2,1,99,1,4,2,1,1,2,1,1,2,1,5,9,9,10,10,10,8,8,9,10,1,9,10,9,10,10,10,8,8,8,8,10,10,8,9,1,1,1,1,1,1,2,1,2,1,1,1,2,1,77,4,3,4,4,4,5,4,4,3,4,2,4,1,5,3,2,5,5,5,2,5,1,9,4,1,1,4,4,4,4,1,1,4,3,1,1,6,5,5,3,5,1,1,5,5,5,1,6,1,4,4,5,2,2,77,77,99,2,3,2,999,0,2,4,1,2,2,2,2,99,99,99,99,99,99,99
18,0,1,3,2012.1.9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,9,9,10,10,10,9,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,5,4,5,5,5,1,4,3,5,3,2,3,5,3,4,5,5,5,5,5,5,5,5,2,4,2,5,2,2,5,5,8,2,10,5,8,3,1,1,4,4,4,4,1,1,4,4,1,1,6,3,7,2,7,2,1,7,7,5,1,7,99,6,2,7,5,5,1,1,1,5,1,1,29000,0,1,1,1,2,2,2,2,99,99,99,99,99,99,99
18,0,1,4,2012.1.20,2,4,1,3,3,5,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,5,1,2,1,2,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,3,4,1,1,1,1,1,2,1,1,2,2,77,99,1,3,3,4,3,3,3,3,3,2,4,2,5,2,1,5,5,8,1,8,1,8,1,1,1,3,4,3,4,1,2,4,4,1,1,7,2,7,2,7,1,1,7,1,7,1,7,1,7,1,7,1,7,77,77,99,99,4,1,999,99,2,2,1,1,2,2,2,99,99,99,99,99,99,99
19,0,1,1,2012.1.12,2,4,4,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,1,1,1,2,2,1,1,1,10,10,10,10,10,10,10,10,7,1,10,10,1,10,8,10,10,10,10,10,10,10,10,10,2,1,5,4,5,4,5,1,2,1,5,5,5,5,5,4,4,3,4,4,5,4,4,5,4,2,5,2,5,2,2,5,5,9,3,10,4,7,3,2,2,3,4,3,3,2,2,3,3,2,2,5,1,4,1,5,1,3,6,1,4,1,5,1,5,1,4,1,1,0,0,0,3,1,1,12000,1,2,3,1,2,3,2,2,99,99,99,99,99,99,99
19,0,1,2,2013.7.8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,4,2,1,1,1,3,3,1,1,1,5,1,1,1,2,4,4,4,5,5,5,5,5,5,5,3,4,3,4,2,2,4,4,8,3,8,4,8,4,2,2,3,3,3,3,2,2,3,3,2,2,5,4,6,6,6,1,1,7,2,7,2,7,2,7,2,7,2,7,0,0,1,3,99,1,11000,0,2,3,99,3,3,3,3,43,1970,1,2,11,1,1
19,0,1,3,2012.4.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,5,4,5,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,1,1,1,1,5,4,4,1,1,1,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,3,2,5,5,10,0,10,0,10,0,3,1,3,4,3,4,3,3,3,3,2,3,5,4,7,3,7,2,1,7,1,7,3,7,2,7,2,7,1,7,77,77,0,3,1,1,11000,0,2,0,77,77,77,77,77,42,1970,1,2,11,1,14
19,0,1,4,2012.1.12,2,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,10,8,10,10,10,9,8,10,10,8,9,10,10,10,10,10,8,8,9,9,10,10,10,10,3,1,1,3,4,4,5,2,3,4,5,1,3,2,5,4,4,4,4,4,4,4,4,3,4,3,3,2,4,3,3,4,4,0,5,5,5,5,5,1,1,4,4,4,4,1,3,4,4,4,4,5,4,5,2,5,2,2,6,2,6,2,5,2,6,2,5,2,7,77,77,99,3,2,1,999,1,2,0,1,1,2,2,2,99,99,99,99,99,99,99
20,0,1,1,2012.1.19,2,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,8,8,10,10,10,7,10,7,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,1,4,1,5,5,1,1,4,1,3,3,3,77,4,4,4,4,5,5,4,5,4,5,3,3,2,4,3,3,4,4,0,5,5,5,5,5,1,1,4,4,4,4,1,3,4,4,4,4,5,4,5,2,5,2,2,6,2,6,2,5,2,6,2,5,2,7,1,0,0,0,1,1,10000,0,2,0,1,2,2,2,2,99,99,99,99,99,99,99
20,0,1,2,2012.4.10,2,5,4,2,3,5,5,1,1,2,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,10,10,10,10,10,10,4,4,4,4,4,4,4,4,3,3,3,3,1,1,7,7,5,7,6,7,6,6,6,6,6,7,7,7,6,6,77,77,1,3,4,2,600,1,2,0,77,77,77,77,77,20,1991,1,2,3,0,0
20,0,1,3,2012.4.10,2,5,4,2,3,5,5,1,1,2,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,4,3,5,1,1,5,5,0,10,0,10,0,0,1,1,4,4,4,4,1,1,4,4,1,1,3,3,5,3,4,7,5,2,5,2,5,2,5,2,5,2,5,5,77,77,1,3,4,2,600,1,2,0,77,77,77,77,77,20,1991,1,2,3,0,0
20,0,1,4,2012.1.19,2,5,1,2,3,1,2,1,3,1,1,1,1,1,1,1,4,1,1,4,1,2,1,1,1,1,1,3,8,8,8,8,8,7,8,8,8,5,8,10,10,10,10,10,9,9,10,10,10,10,10,10,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,4,1,5,1,1,5,4,0,0,0,0,0,0,1,1,4,4,4,4,1,1,4,4,1,1,1,6,4,6,2,5,4,4,4,3,5,3,5,4,5,4,3,4,77,77,99,3,4,1,999,1,99,0,1,2,2,2,2,99,99,99,99,99,99,99
21,0,1,1,2012.1.10,2,4,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,10,10,10,10,10,9,6,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,4,3,3,3,2,4,5,3,3,4,5,5,5,5,3,4,4,5,4,3,3,4,4,3,3,3,3,1,5,1,2,4,5,10,0,10,1,10,0,1,1,4,4,4,4,1,1,4,2,1,1,6,7,2,7,5,7,6,4,5,6,4,2,4,4,6,4,2,4,77,77,99,1,0,0,999,1,2,3,1,1,2,2,2,99,99,99,99,99,99,99
21,0,1,2,2012.4.11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,10,10,9,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,4,4,4,4,4,4,4,2,99,99,5,3,3,4,77,4,4,4,3,4,5,5,5,5,5,3,3,3,5,4,3,3,5,10,10,10,10,10,10,3,1,3,4,2,4,1,1,3,4,1,1,7,1,7,4,7,6,1,6,1,6,1,7,3,7,1,7,1,7,77,77,0,2,2,2,40000,0,4,0,77,77,77,77,77,28,1983,1,2,12,3,7
21,0,1,3,2012.1.20,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,5,5,5,5,4,3,4,4,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,3,3,3,5,3,3,3,5,5,0,10,0,10,0,2,1,3,4,3,4,1,2,3,3,1,2,5,2,7,2,6,3,1,4,1,6,1,6,2,6,3,6,2,6,1,1,0,2,2,2,50000,0,4,0,1,1,1,2,2,99,99,99,99,99,99,99
21,0,1,4,2012.1.19,2,3,4,5,99,1,1,99,5,3,5,5,4,5,5,4,5,4,5,4,5,5,4,5,5,4,5,5,10,6,10,10,10,7,99,10,10,0,10,10,10,10,7,10,9,0,10,9,10,10,10,10,3,4,99,4,1,5,3,3,3,4,1,3,3,3,77,2,3,5,5,5,5,4,5,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,99,1,5,3,999,0,2,0,1,3,2,2,2,99,99,99,99,99,99,99
22,0,1,1,2012.11.29,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,3,3,1,1,1,10,7,10,10,10,10,10,10,7,3,5,10,7,8,10,10,10,10,10,10,7,7,10,10,3,2,4,5,5,5,5,1,1,3,3,3,3,3,77,3,2,3,3,3,3,3,3,3,2,2,4,2,5,2,1,5,5,5,10,10,5,10,5,2,3,3,3,3,4,1,2,4,4,2,3,5,4,5,4,7,5,1,6,1,6,1,6,4,6,3,5,4,6,77,77,0,0,2,1,10000,1,0,3,1,1,1,2,2,36,1976,1,3,3,4,22
22,0,1,2,2012.4.24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,5,5,1,2,1,8,5,6,10,10,8,5,8,6,3,7,10,10,10,7,10,10,10,8,8,7,10,10,10,4,2,3,3,5,1,2,1,2,3,4,1,3,5,77,2,2,4,4,4,4,4,4,4,2,2,3,3,5,3,2,4,5,8,10,10,4,10,10,3,1,3,1,1,1,1,1,1,1,2,1,5,1,7,1,4,1,99,99,99,99,99,99,99,99,99,99,99,99,77,77,0,0,3,1,11300,1,0,0,77,77,77,77,77,35,1976,1,3,2,4,6
